ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date
35120,133-NG-T30,FPQ-14995,SCMS-260700,ASN-29937,Nigeria,PMO - US,Direct Drop,EXW,Air,9/22/2014,10/29/2014
35123,133-NG-T30,FPQ-12456,SCMS-196561,ASN-22173,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/2013,7/10/2013
35146,114-UG-T30,FPQ-12290,SCMS-192190,ASN-22601,Uganda,PMO - US,Direct Drop,CIP,Air,5/17/2013,7/3/2013
35231,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,5/11/2015
35232,104-CI-T30,FPQ-3882,SCMS-51830,ASN-5184,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/24/2009,8/19/2009
35250,108-VN-T30,FPQ-13524,SCMS-226190,ASN-27099,Vietnam,PMO - US,Direct Drop,FCA,Air,2/6/2014,3/10/2014
35252,108-VN-T30,FPQ-4720,SCMS-62460,ASN-6355,Vietnam,PMO - US,Direct Drop,EXW,Air,1/4/2009,1/12/2010
35258,111-MZ-T30,FPQ-15323,SCMS-264760,ASN-29854,Mozambique,PMO - US,Direct Drop,EXW,Air,11/12/2014,11/19/2014
35267,116-ZA-T30,FPQ-3560,SCMS-50960,ASN-5007,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,8/3/2009
35279,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28037,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014
35298,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014
35299,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/2013,12/2/2013
35300,108-VN-T30,FPQ-6818,SCMS-97840,ASN-10792,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/2011,2/9/2011
35310,161-ZA-T30,FPQ-5648,SCMS-75910,ASN-8444,South Africa,PMO - US,Direct Drop,DDP,Ocean,6/2/2010,6/17/2010
35323,104-CI-T30,FPQ-12150,SCMS-191960,ASN-22107,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,4/29/2013,6/12/2013
35352,107-RW-T30,FPQ-8365,SCMS-126490,ASN-14125,Rwanda,PMO - US,Direct Drop,EXW,Air,10/26/2011,11/9/2011
35372,108-VN-T30,FPQ-13976,SCMS-236100,ASN-28777,Vietnam,PMO - US,Direct Drop,EXW,Air,4/8/2014,4/30/2014
35375,116-ZA-T30,FPQ-7176,SCMS-104380,ASN-11720,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,4/1/2011
35444,109-TZ-T30,FPQ-12588,SCMS-200840,ASN-22941,Tanzania,PMO - US,Direct Drop,FCA,Air,7/15/2013,8/9/2013
35487,103-KE-T30,FPQ-10018,SCMS-149610,ASN-15667,Kenya,PMO - US,Direct Drop,EXW,Air,6/5/2012,6/14/2012
35488,133-NG-T30,FPQ-14995,SCMS-260700,ASN-29930,Nigeria,PMO - US,Direct Drop,EXW,Air,9/22/2014,10/29/2014
35493,110-ZM-T30,FPQ-11979,SCMS-188800,ASN-21073,Zambia,PMO - US,Direct Drop,EXW,Air,4/19/2013,5/13/2013
35519,161-ZA-T30,FPQ-5303,SCMS-68860,ASN-6937,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
35539,102-SD-T30,FPQ-8261,SCMS-120453,ASN-13275,Sudan,PMO - US,Direct Drop,EXW,Air,8/29/2011,9/14/2011
35559,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27976,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014
35566,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,5/11/2015
35609,105-GH-T30,FPQ-13872,SCMS-235800,ASN-26462,Ghana,PMO - US,Direct Drop,EXW,Air,3/24/2014,4/23/2014
35637,116-ZA-T30,FPQ-13973,SCMS-238552,ASN-27606,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,8/5/2014
35640,900-LR-T30,FPQ-7996,SCMS-115350,ASN-11895,Liberia,PMO - US,Direct Drop,EXW,Air,7/12/2011,7/20/2011
35643,107-RW-T30,FPQ-14813,SCMS-261781,ASN-31603,Rwanda,PMO - US,Direct Drop,EXW,Air,10/9/2014,12/15/2014
35652,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28037,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014
35660,110-ZM-T30,FPQ-11390,SCMS-173920,ASN-19075,Zambia,PMO - US,Direct Drop,EXW,Air,1/8/2013,1/23/2013
35678,101-CD-T30,FPQ-8792,SCMS-131080,ASN-15396,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,12/14/2011,1/9/2012
35699,901-CM-T30,FPQ-12837,SCMS-204320,ASN-22654,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/2013,8/23/2013
35700,161-ZA-T30,FPQ-5303,SCMS-68711,ASN-7430,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
35717,107-RW-T30,FPQ-15650,SCMS-276390,ASN-31739,Rwanda,PMO - US,Direct Drop,FCA,Air,1/15/2015,2/23/2015
35749,161-ZA-T30,FPQ-7175,SCMS-103450,ASN-13058,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/24/2011
35788,101-CD-T30,FPQ-8792,SCMS-131060,ASN-13565,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,12/14/2011,1/9/2012
35790,114-UG-T30,FPQ-12477,SCMS-198540,ASN-21766,Uganda,PMO - US,Direct Drop,EXW,Air,7/8/2013,7/31/2013
35808,161-ZA-T30,FPQ-5303,SCMS-68750,ASN-8348,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
35813,105-GY-T30,FPQ-5472,SCMS-71680,ASN-6934,Guyana,PMO - US,Direct Drop,FCA,Air,4/15/2010,4/23/2010
35870,114-UG-T30,FPQ-11153,SCMS-171950,ASN-18631,Uganda,PMO - US,Direct Drop,DDP,Air,12/13/2012,1/17/2013
35896,108-VN-T30,FPQ-12051,SCMS-188670,ASN-23622,Vietnam,PMO - US,Direct Drop,EXW,Air,5/3/2013,5/17/2013
35900,102-SZ-T30,FPQ-9926,SCMS-147790,ASN-15643,Swaziland,PMO - US,Direct Drop,EXW,Air,5/18/2012,6/21/2012
35904,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,11/4/2014
35913,161-ZA-T30,FPQ-6708,SCMS-93550,ASN-11197,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/2010,12/14/2010
35922,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
35951,106-HT-T30,FPQ-12590,SCMS-210541,ASN-24373,Haiti,PMO - US,Direct Drop,EXW,Ocean,8/21/2013,2/3/2014
35968,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32270,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/2015,2/17/2015
35975,107-RW-T30,FPQ-9217,SCMS-152020,ASN-15941,Rwanda,PMO - US,Direct Drop,EXW,Air,2/13/2012,7/4/2012
35977,116-ZA-T30,FPQ-14942,SCMS-295800,ASN-33865,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,8/24/2015
35983,108-VN-T30,FPQ-5317,SCMS-69710,ASN-7510,Vietnam,PMO - US,Direct Drop,EXW,Air,3/22/2010,3/29/2010
36005,107-RW-T30,FPQ-14813,SCMS-261783,ASN-33614,Rwanda,PMO - US,Direct Drop,EXW,Air,10/9/2014,12/15/2014
36019,109-TZ-T30,FPQ-13945,SCMS-235450,ASN-31133,Tanzania,PMO - US,Direct Drop,EXW,Air,3/27/2014,4/29/2014
36035,108-VN-T30,FPQ-10286,SCMS-156271,ASN-17429,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/2012,8/14/2012
36053,116-ZA-T30,FPQ-3560,SCMS-50941,ASN-5498,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,8/3/2009
36083,114-UG-T30,FPQ-13655,SCMS-226131,ASN-27538,Uganda,PMO - US,Direct Drop,EXW,Air,2/4/2014,4/10/2014
36147,108-VN-T30,FPQ-15692,SCMS-274370,ASN-32258,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/2015,2/17/2015
36157,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/2013,12/2/2013
36162,108-VN-T30,FPQ-10811,SCMS-164680,ASN-18665,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/2012,11/7/2012
36166,900-SS-T30,FPQ-11260,SCMS-173100,ASN-18312,South Sudan,PMO - US,Direct Drop,EXW,Air,12/17/2012,1/11/2013
36172,116-ZA-T30,FPQ-5535,SCMS-71370,ASN-7373,South Africa,PMO - US,Direct Drop,DDP,Truck,4/19/2010,4/21/2010
36179,106-HT-T30,FPQ-11442,SCMS-177170,ASN-19521,Haiti,PMO - US,Direct Drop,EXW,Air,1/30/2013,3/17/2013
36203,133-NG-T30,FPQ-10349,SCMS-155320,ASN-16929,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/2012,8/13/2012
36204,106-HT-T30,FPQ-12590,SCMS-210450,ASN-23820,Haiti,PMO - US,Direct Drop,FCA,Air,8/21/2013,10/22/2013
36209,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27978,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014
36212,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/2013,12/2/2013
36219,161-ZA-T30,FPQ-7175,SCMS-103420,ASN-11472,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/24/2011
36277,106-HT-T30,FPQ-6086,SCMS-80640,ASN-8012,Haiti,PMO - US,Direct Drop,EXW,Air,7/19/2010,7/30/2010
36298,108-VN-T30,FPQ-4720,SCMS-62410,ASN-6076,Vietnam,PMO - US,Direct Drop,FCA,Air,1/4/2009,1/11/2010
36322,106-HT-T30,FPQ-15038,SCMS-262841,ASN-31571,Haiti,PMO - US,Direct Drop,EXW,Ocean,10/22/2014,12/24/2014
36350,105-GY-T30,FPQ-6308,SCMS-85581,ASN-8445,Guyana,PMO - US,Direct Drop,EXW,Air,9/13/2010,9/17/2010
36411,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32138,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,5/11/2015
36416,113-ZW-T30,FPQ-13939,SCMS-234761,ASN-26863,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/1/2014,4/24/2014
36431,161-ZA-T30,FPQ-7175,SCMS-104080,ASN-12988,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/28/2011
36443,106-HT-T30,FPQ-14083,SCMS-240220,ASN-26559,Haiti,PMO - US,Direct Drop,EXW,Air,5/11/2014,6/2/2014
36447,161-ZA-T30,FPQ-6708,SCMS-93570,ASN-11801,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/2010,12/14/2010
36453,102-SD-T30,FPQ-6991,SCMS-100480,ASN-11003,Sudan,PMO - US,Direct Drop,EXW,Air,2/5/2011,3/2/2011
36464,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32266,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/2015,2/17/2015
36507,108-VN-T30,FPQ-6384,SCMS-87770,ASN-9407,Vietnam,PMO - US,Direct Drop,EXW,Air,9/30/2010,10/18/2010
36530,109-TZ-T30,FPQ-10994,SCMS-169320,ASN-18202,Tanzania,PMO - US,Direct Drop,EXW,Air,11/13/2012,12/12/2012
36539,114-UG-T30,FPQ-10787,SCMS-163460,ASN-17750,Uganda,PMO - US,Direct Drop,EXW,Air,10/10/2012,10/25/2012
36541,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
36562,111-MZ-T30,FPQ-4740,SCMS-82730,ASN-9423,Mozambique,PMO - US,Direct Drop,FCA,Air,12/23/2009,8/25/2010
36592,113-ZW-T30,FPQ-7521,SCMS-108030,ASN-11412,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/7/2011,5/5/2011
36596,116-ZA-T30,FPQ-14942,SCMS-259077,ASN-33477,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014
36603,108-VN-T30,FPQ-13524,SCMS-226240,ASN-25803,Vietnam,PMO - US,Direct Drop,EXW,Air,2/6/2014,3/10/2014
36617,108-VN-T30,FPQ-15040,SCMS-263660,ASN-30941,Vietnam,PMO - US,Direct Drop,EXW,Air,10/30/2014,12/8/2014
36641,113-ZW-T30,FPQ-15380,SCMS-266490,ASN-31132,Zimbabwe,PMO - US,Direct Drop,EXW,Air,11/17/2014,1/26/2015
36643,161-ZA-T30,FPQ-5303,SCMS-69030,ASN-8381,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
36654,114-UG-T30,FPQ-7268,SCMS-104120,ASN-11026,Uganda,PMO - US,Direct Drop,DDP,Air,3/11/2011,3/25/2011
36661,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
36679,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014
36710,102-MW-T30,FPQ-11638,SCMS-179340,ASN-19207,Malawi,PMO - US,Direct Drop,EXW,Air,2/22/2013,3/14/2013
36717,104-CI-T30,FPQ-5207,SCMS-75360,ASN-7633,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2/25/2010,6/7/2010
36758,107-RW-T30,FPQ-10752,SCMS-162540,ASN-17494,Rwanda,PMO - US,Direct Drop,EXW,Air,10/3/2012,10/17/2012
36773,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/2013,12/2/2013
36784,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
36785,151-NG-T30,FPQ-16553,SCMS-296470,ASN-33750,Nigeria,PMO - US,Direct Drop,EXW,Air,7/7/2015,8/4/2015
36810,102-KE-T30,FPQ-8446,SCMS-124900,ASN-13148,Kenya,PMO - US,Direct Drop,EXW,Air,10/5/2011,10/26/2011
36816,106-HT-T30,FPQ-9635,SCMS-148410,ASN-15840,Haiti,PMO - US,Direct Drop,EXW,Air,5/14/2012,7/12/2012
36842,133-NG-T30,FPQ-12812,SCMS-210350,ASN-22885,Nigeria,PMO - US,Direct Drop,EXW,Air,8/13/2013,11/1/2013
36868,111-MZ-T30,FPQ-4740,SCMS-62331,ASN-6710,Mozambique,PMO - US,Direct Drop,CIP,Air,12/23/2009,1/25/2010
36871,108-VN-T30,FPQ-10287,SCMS-156260,ASN-17696,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/2012,8/15/2012
36880,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014
36890,116-ZA-T30,FPQ-4770,SCMS-60170,ASN-5933,South Africa,PMO - US,Direct Drop,DDP,Truck,12/17/2009,12/23/2009
36892,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
36913,102-GY-T30,FPQ-5496,SCMS-71600,ASN-7378,Guyana,PMO - US,Direct Drop,EXW,Air,4/15/2010,6/21/2010
36922,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28037,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014
36936,102-KE-T30,FPQ-6406,SCMS-88211,ASN-9547,Kenya,PMO - US,Direct Drop,EXW,Air,9/27/2010,11/22/2010
36969,108-VN-T30,FPQ-4265,SCMS-56310,ASN-6252,Vietnam,PMO - US,Direct Drop,EXW,Air,10/20/2009,11/3/2009
36978,108-VN-T30,FPQ-10286,SCMS-156250,ASN-17673,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/2012,8/15/2012
37031,108-VN-T30,FPQ-10287,SCMS-156140,ASN-17077,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/2012,8/14/2012
37037,113-ZW-T30,FPQ-13939,SCMS-240570,ASN-27584,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,4/1/2014,5/27/2014
37040,116-ZA-T30,FPQ-3596,SCMS-50360,ASN-5454,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,9/22/2009
37052,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014
37068,116-ZA-T30,FPQ-14942,SCMS-259074,ASN-31070,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,3/9/2015
37076,110-ZM-T30,FPQ-16528,SCMS-294910,ASN-33650,Zambia,PMO - US,Direct Drop,EXW,Air,6/30/2015,7/28/2015
37087,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,6/2/2015
37089,122-HT-T30,FPQ-8635,SCMS-132170,ASN-14729,Haiti,PMO - US,Direct Drop,EXW,Air,12/7/2011,1/5/2012
37140,111-MZ-T30,FPQ-7054,SCMS-98420,ASN-10816,Mozambique,PMO - US,Direct Drop,FCA,Air,1/21/2011,2/8/2011
37152,114-UG-T30,FPQ-4320,SCMS-58160,ASN-5935,Uganda,PMO - US,Direct Drop,EXW,Air,11/16/2009,11/25/2009
37157,111-MZ-T30,FPQ-7807,SCMS-111300,ASN-12116,Mozambique,PMO - US,Direct Drop,EXW,Air,5/31/2011,6/13/2011
37177,161-ZA-T30,FPQ-7175,SCMS-103460,ASN-10839,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/24/2011
37251,102-SD-T30,FPQ-6991,SCMS-100301,ASN-10451,Sudan,PMO - US,Direct Drop,EXW,Air,2/5/2011,3/2/2011
37277,106-HT-T30,FPQ-12590,SCMS-210460,ASN-25570,Haiti,PMO - US,Direct Drop,EXW,Air,8/21/2013,10/24/2013
37324,103-UG-T30,FPQ-10289,SCMS-153580,ASN-16006,Uganda,PMO - US,Direct Drop,EXW,Air,7/11/2012,7/31/2012
37334,116-ZA-T30,FPQ-12523,SCMS-199310,ASN-29450,South Africa,PMO - US,Direct Drop,DDP,Truck,7/12/2013,8/13/2013
37362,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014
37379,106-HT-T30,FPQ-12682,SCMS-209700,ASN-24413,Haiti,PMO - US,Direct Drop,EXW,Air,8/23/2013,10/8/2013
37410,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
37416,116-ZA-T30,FPQ-14942,SCMS-259082,ASN-30448,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,1/29/2015
37417,110-ZM-T30,FPQ-6263,SCMS-87270,ASN-8664,Zambia,PMO - US,Direct Drop,EXW,Air,9/8/2010,10/7/2010
37452,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,5/11/2015
37470,101-CD-T30,FPQ-16001,SCMS-280210,ASN-31750,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/2015,3/16/2015
37475,108-VN-T30,FPQ-10287,SCMS-156281,ASN-17806,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/2012,8/14/2012
37481,107-RW-T30,FPQ-5792,SCMS-75790,ASN-7839,Rwanda,PMO - US,Direct Drop,EXW,Air,6/7/2010,7/22/2010
37487,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014
37489,116-ZA-T30,FPQ-3560,SCMS-49640,ASN-5441,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,7/21/2009
37496,111-MZ-T30,FPQ-13775,SCMS-229680,ASN-25195,Mozambique,PMO - US,Direct Drop,EXW,Air,2/21/2014,2/28/2014
37506,108-VN-T30,FPQ-4720,SCMS-62370,ASN-6189,Vietnam,PMO - US,Direct Drop,FCA,Air,1/4/2009,1/11/2010
37519,161-ZA-T30,FPQ-6262,SCMS-83770,ASN-9945,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,9/24/2010
37526,108-VN-T30,FPQ-10643,SCMS-160990,ASN-17709,Vietnam,PMO - US,Direct Drop,EXW,Air,9/18/2012,9/24/2012
37531,161-ZA-T30,FPQ-5303,SCMS-68952,ASN-7507,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
37578,104-CI-T30,FPQ-6037,SCMS-80620,ASN-8761,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/14/2010,7/30/2010
37612,103-ZW-T30,FPQ-13969,SCMS-239170,ASN-26975,Zimbabwe,PMO - US,Direct Drop,EXW,Ocean,4/8/2014,5/15/2014
37624,101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/2015,3/17/2015
37650,200-ZW-T30,FPQ-6488,SCMS-90650,ASN-10818,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/26/2010,11/10/2010
37664,133-NG-T30,FPQ-10765,SCMS-162440,ASN-17529,Nigeria,PMO - US,Direct Drop,EXW,Air,10/5/2012,10/16/2012
37720,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014
37752,101-CD-T30,FPQ-16001,SCMS-280210,ASN-31750,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/2015,3/16/2015
37753,108-VN-T30,FPQ-11417,SCMS-174410,ASN-18761,Vietnam,PMO - US,Direct Drop,EXW,Air,1/10/2013,1/22/2013
37775,116-ZA-T30,FPQ-3596,SCMS-50372,ASN-6124,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,9/22/2009
37820,116-ZA-T30,FPQ-13973,SCMS-238556,ASN-31854,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,4/28/2015
37829,108-VN-T30,FPQ-12539,SCMS-199710,ASN-23182,Vietnam,PMO - US,Direct Drop,FCA,Air,7/11/2013,7/30/2013
37835,107-RW-T30,FPQ-12518,SCMS-198220,ASN-21423,Rwanda,PMO - US,Direct Drop,EXW,Air,6/21/2013,8/9/2013
37868,108-VN-T30,FPQ-7898,SCMS-113621,ASN-14065,Vietnam,PMO - US,Direct Drop,EXW,Air,6/27/2011,7/8/2011
37872,108-VN-T30,FPQ-12539,SCMS-199740,ASN-22827,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/2013,7/25/2013
37887,161-ZA-T30,FPQ-5303,SCMS-68720,ASN-7593,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
37924,109-TZ-T30,FPQ-13945,SCMS-235360,ASN-26124,Tanzania,PMO - US,Direct Drop,EXW,Air,3/27/2014,5/6/2014
37925,161-ZA-T30,FPQ-5303,SCMS-68910,ASN-7468,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010
37960,103-ZW-T30,FPQ-9905,SCMS-148300,ASN-17258,Zimbabwe,PMO - US,Direct Drop,FCA,Air,5/29/2012,7/18/2012
37963,108-VN-T30,FPQ-6818,SCMS-98050,ASN-11023,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/2011,2/15/2011
37979,103-ZW-T30,FPQ-9905,SCMS-148290,ASN-16417,Zimbabwe,PMO - US,Direct Drop,FCA,Air,5/29/2012,7/18/2012
37987,161-ZA-T30,FPQ-5648,SCMS-75990,ASN-8794,South Africa,PMO - US,Direct Drop,DDP,Ocean,6/2/2010,6/17/2010
37994,103-ML-T30,FPQ-15006,SCMS-260760,ASN-30806,Mali,PMO - US,Direct Drop,EXW,Air,10/7/2014,11/19/2014
37997,104-CI-T30,FPQ-6998,SCMS-97570,ASN-9882,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,1/11/2011,1/21/2011
38021,116-ZA-T30,FPQ-14942,SCMS-259077,ASN-33477,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014
38045,106-HT-T30,FPQ-14895,SCMS-258590,ASN-29615,Haiti,PMO - US,Direct Drop,EXW,Air,9/24/2014,11/14/2014
38095,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,6/25/2014
38099,106-HT-T30,FPQ-14083,SCMS-240160,ASN-27525,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/11/2014,6/2/2014
38111,114-UG-T30,FPQ-15674,SCMS-277510,ASN-32498,Uganda,PMO - US,Direct Drop,EXW,Air,1/12/2015,2/23/2015
38120,107-RW-T30,FPQ-10092,SCMS-149420,ASN-15288,Rwanda,PMO - US,Direct Drop,EXW,Air,6/4/2012,6/12/2012
38157,111-MZ-T30,FPQ-8527,SCMS-130160,ASN-13822,Mozambique,PMO - US,Direct Drop,EXW,Air,10/5/2011,12/29/2011
38183,104-CI-T30,FPQ-12622,SCMS-201211,ASN-23979,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/16/2013,8/15/2013
38192,133-NG-T30,FPQ-10765,SCMS-162440,ASN-17526,Nigeria,PMO - US,Direct Drop,EXW,Air,10/5/2012,10/16/2012
38237,113-ZW-T30,FPQ-7521,SCMS-108010,ASN-15475,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/7/2011,5/5/2011
38243,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,11/4/2014
38247,105-GY-T30,FPQ-12057,SCMS-189030,ASN-20003,Guyana,PMO - US,Direct Drop,EXW,Air,4/15/2013,5/23/2013
38253,108-VN-T30,FPQ-6818,SCMS-97852,ASN-11311,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/2011,2/15/2011
38266,101-CD-T30,FPQ-12073,SCMS-186710,ASN-20472,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,4/12/2013,5/8/2013
38273,161-ZA-T30,FPQ-7175,SCMS-104100,ASN-13302,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/28/2011
38293,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013
38294,106-HT-T30,FPQ-12590,SCMS-210480,ASN-23855,Haiti,PMO - US,Direct Drop,EXW,Ocean,8/21/2013,10/24/2013
38299,108-VN-T30,FPQ-10811,SCMS-164580,ASN-18662,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/2012,11/7/2012
38308,106-HT-T30,FPQ-16241,SCMS-289480,ASN-32512,Haiti,PMO - US,Direct Drop,EXW,Air,5/5/2015,5/29/2015
